initials,date_entered,sorter_ID,occasion_ID,sample_ID,sample_location,collection_date,sorting_date,grids_sampled,order_name,family_name,life_stage,BL_HW,total_counts,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,empty_case,NOTES,,PROOFED BY,PROOF DATE
CV,2/25/26,K,,ER1024_SURB3,ER,10/-/24,-,16,Diptera,Chironomidae,L,BL,41,5.4,2.1,3.2,3.9,6.1,5,4.5,1.4,1.5,4,,,,,
CV,2/25/26,K,,ER1024_SURB3,ER,10/-/24,-,16,Coleoptera,Elmidae,A,BL,2,2.7,2.6,,,,,,,,,,,,,
CV,2/25/26,K,,ER1024_SURB3,ER,10/-/24,-,16,n/a,other,P,BL,1,3.1,,,,,,,,,,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Plecoptera,Perlidae,L,BL,14,2.3,4.1,3.1,3.4,4.2,5.6,3.1,2.9,2.1,2.3,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Ephemeroptera,Ephemerellidae,L,BL,21,3.8,2.7,3.1,2.1,1.8,2.7,3.1,2.6,2.7,2,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Ephemeroptera,Baetidae,L,BL,14,1.8,1.4,1.3,1.2,1.5,1.7,2,1.9,1.7,1.2,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Ephemeroptera,Leptophlebidae,L,BL,1,4,,,,,,,,,,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Trichoptera,Glossosomatidae,L,BL,12,5.1,5.4,4.3,4,2.8,3.7,2.9,2.3,4,2.7,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Trichoptera,Hydropsychidae,L,BL,21,9.1,2.3,1.8,3.8,5,10.1,3.7,9.7,6.5,5,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Trichoptera,Lepidostomatidae,L,BL,2,3.2,3.4,,,,,,,,,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Diptera,Chironomidae,L,BL,61,2.1,2.6,1.9,2.3,3.3,1.9,1.5,3.1,2,7.1,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Diptera,Athericidae,L,BL,1,8.1,,,,,,,,,,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Gastropoda,n/a,A,BL,2,-,-,-,,,,,,,,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Coleoptera,Elmidae,L,BL,3,2.4,2.5,2.3,,,,,,,,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Diptera,n/a,P,BL,5,4.5,4.2,4.1,4.2,1.8,,,,,,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Diptera,n/a,A,BL,2,2.5,4.6,,,,,,,,,,,,,
CV,2/26/26,K,,ER1024_SURB4,ER,10/-/24,-,16,Coleoptera,Elmidae,L,BL,51,4.5,3.6,3.1,4.2,2.1,2.1,1.4,2.8,4.5,3.7,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Plecoptera,Perlidae,L,BL,4,2,2.8,2,3.1,,,,,,,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Ephemeroptera,Ephemerellidae,L,BL,19,3.4,2.8,2.1,2.2,2.8,2.3,3.8,4.1,2,2.9,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Ephemeroptera,Heptageniidae,L,BL,1,2.7,,,,,,,,,,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Ephemeroptera,Baetidae,L,BL,101,1.5,1.2,1.3,1.9,2.7,1.9,1.8,1.1,0.9,1.4,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Ephemeroptera,Glossosomatidae,L,BL,16,3.5,3.3,4.1,3.7,3.8,3.9,3.2,2.9,4.5,4.1,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Trichoptera,Hydropsychidae,L,BL,27,4.5,3.3,3.2,3.1,4.8,3.7,3.1,3,1.8,8.4,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Trichoptera,Rhyacophilidae,L,BL,2,3.1,2.1,,,,,,,,,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Diptera,Chironomidae,L,BL,24,5.1,4.3,5.1,5.9,3.6,2.1,1.2,5.9,6.2,5.8,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Coleoptera,Elmidae,L,BL,7,4.5,2.8,3.8,3.5,4.2,4.5,4.7,,,,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Coleoptera,Elmidae,A,BL,2,2.3,2.4,,,,,,,,,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Gastropoda,n/a,A,BL,1,-,,,,,,,,,,,,,,
CV,2/26/26,AW,,ER1024_SURB5,ER,10/-/24,-,8,Diptera,n/a,A,BL,4,1.8,3.8,4,1.2,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Plecoptera,Perlidae,L,BL,2,2.6,2.3,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Ephemeroptera,Ephemerellidae,L,BL,16,3.3,2.4,3.8,3.5,3.2,2.7,3,2.9,4.1,4.2,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Ephemeroptera,Heptageniidae,L,BL,3,2.8,3.1,1.3,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Ephemeroptera,Baetidae,L,BL,116,4.5,2,1.7,2.2,1.3,2.3,1.8,1.7,2.2,2.5,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Trichoptera,Brachycentridae,L,BL,12,9.2,4.3,10.6,3.8,4,9.2,10.9,4.5,11.8,10.5,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Trichoptera,Hydropsychidae,L,BL,41,12,5.2,2.6,12.2,7.3,11.9,7.5,4.7,2.5,8.5,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Trichoptera,Lepidostomatidae,L,BL,3,5.5,3,3.2,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Trichoptera,Lepidostomatidae,L,HW,1,0.5,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Coleoptera,Elmidae,L,BL,6,4.1,3,3,5,2.9,4.3,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Diptera,Limoniidae,L,BL,1,8,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Diptera,Chironomidae,L,BL,22,6.1,4.8,5.7,4.1,3,2.5,6,3.7,5.3,4.2,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Diptera,Simuliidae,L,BL,1,2.3,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Coleoptera,n/a,A,BL,1,2.4,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB1,CR,10/-/24,9/-/25,9,Gastropoda,n/a,A,BL,2,2.9,2.8,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Plecoptera,Pteronarcyidae,L,BL,1,34.5,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Plecoptera,Perlidae,L,BL,1,1.9,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Ephemeroptera,Ephemerellidae,L,BL,33,4.5,2.3,2.7,4,2.1,3.5,3.9,1.3,2.3,4.2,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Ephemeroptera,Heptageniidae,L,BL,3,1.2,6.7,1.2,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Ephemeroptera,Baetidae,L,BL,75,2.1,2.5,2,1.9,2.1,2.3,2,2.4,1.9,3,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Ephemeroptera,Leptophlebidae,L,BL,2,2.2,2.5,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Trichoptera,Brachycentridae,L,BL,15,8,6.2,3.4,5.9,4,3.4,4.6,7.7,3.2,3,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Trichoptera,Hydropsychidae,L,BL,33,12.7,3.5,12.9,5.5,2.9,6,8,3.7,11.7,3,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Trichoptera,Lepidostomatidae,L,BL,2,2,2.6,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Trichoptera,Lepidostomatidae,L,HW,1,0.5,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Coleoptera,Elmidae,L,BL,7,5.4,2.1,3.1,2.5,4.9,2.4,2,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Diptera,Limoniidae,L,BL,1,3.3,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Diptera,Chironomidae,L,BL,30,9.2,3.2,3.7,5.1,6.6,6,4.5,6,1.6,3,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Diptera,Athericidae,L,BL,1,8.2,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Gastropoda,n/a,A,BL,4,4.7,2.8,4.6,4.8,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Diptera,Chironomidae,P,BL,3,3.9,4.1,3.7,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB2,CR,10/-/24,9/-/25,11,Coleoptera,n/a,A,BL,1,2.5,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Plecoptera,Perlidae,L,BL,1,4,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Ephemeroptera,Ephemerellidae,L,BL,11,3.5,2.3,2.6,2.7,2,2.2,3.5,3.1,3.3,3,,,,,
CV,2/26/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Ephemeroptera,Heptageniidae,L,BL,1,2.9,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Ephemeroptera,Baetidae,L,BL,35,2.1,2,1.8,1.3,1.9,1.7,2.3,1.2,1.9,1.6,,,,,
CV,2/26/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Trichoptera,Brachycentridae,L,BL,4,3.4,4.3,2.1,3.7,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Trichoptera,Brachycentridae,L,HW,1,0.6,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Trichoptera,Hydropsychidae,L,BL,19,4,5,7.5,5,10.5,3.5,8.3,3.6,3,7,,,,,
CV,2/26/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Trichoptera,Lepidostomatidae,L,BL,1,2.3,,,,,,,,,,,,,,
CV,2/26/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Coleoptera,Elmidae,L,BL,8,3.9,5,2.6,5.2,4.5,4.6,1.8,4.5,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Diptera,Limoniidae,L,BL,2,3.6,3,,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Diptera,Chironomidae,L,BL,31,4.8,4.6,2.8,2.4,6.5,7.2,2.7,3.7,6.3,4.6,,,,,
CV,2/27/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Diptera,Simuliidae,L,BL,1,1.7,,,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Diptera,Athericidae,L,BL,1,7.5,,,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB3,CR,10/-/24,9/-/25,16,Diptera,Chironomidae,P,BL,3,3.8,3.4,3,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Ephemeroptera,Ephemerellidae,L,BL,72,3.4,2.2,2.6,2.7,3.9,4.1,2.1,2.4,3.3,2.9,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Ephemeroptera,Heptageniidae,L,BL,2,4.2,2.2,,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Ephemeroptera,Baetidae,L,BL,60,4.2,2,1.9,2,2,2.5,1.8,2.1,1.9,2.2,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Trichoptera,Brachycentridae,L,BL,10,9.4,11,11.2,8.5,9.5,6.5,7,3.5,3,3.7,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Trichoptera,Hydropsychidae,L,BL,38,9.5,4.5,3.7,5.5,11.1,4,2.9,5,11.3,4.3,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Trichoptera,Lepidostomatidae,L,BL,1,3.7,,,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Trichoptera,Lepidostomatidae,L,HW,2,0.5,0.5,,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Coleoptera,Elmidae,L,BL,10,5.4,4.1,3.7,2.4,1.9,5.2,2.5,2.1,2.1,1.8,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Diptera,Limoniidae,L,BL,1,2.6,,,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Diptera,Chironomidae,L,BL,25,7.1,1.5,4.9,2.5,4,5,6.9,7.1,4.7,5.1,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Diptera,Simuliidae,L,BL,1,5.6,,,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Diptera,Athericidae,L,BL,3,9.2,6.8,7.3,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Diptera,Chironomidae,P,BL,3,4.9,3.5,3.2,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Coleoptera,n/a,A,BL,3,2.6,2.4,2.3,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Diptera,Chironomidae,A,BL,1,3.4,,,,,,,,,,,,,,
CV,2/27/26,Kelley,,CR1024_SURB4,CR,10/-/24,9/-/25,8,Trombidiformes,Hydrachnidae,A,BL,1,1.2,,,,,,,,,,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Ephemeroptera,Ephemerellidae,L,BL,18,3,2.2,3.1,2,2,4.5,2.9,3.3,3.3,3.2,,138 TOTAL,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Ephemeroptera,Heptageniidae,L,BL,3,3.5,4.3,4.5,,,,,,,,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Ephemeroptera,Baetidae,L,BL,9,2.4,5,2.4,2.1,2.9,2.7,1.6,1.7,4.3,,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Trichoptera,Psychomyiidae,L,BL,1,4,,,,,,,,,,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Trichoptera,Hydropsychidae,L,BL,7,5.2,7.5,6.6,4.5,2.3,2.6,1.2,,,,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Trichoptera,Lepidostomatidae,L,BL,11,2.2,3.4,3.5,3.9,3,3.5,1.7,3.2,2.7,2,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Diptera,Elmidae,L,BL,8,3.3,5.6,5.4,1.9,2.1,2.1,2.1,1.7,,,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Diptera,Antherix*,L,BL,1,4.5,,,,,,,,,,,*maybe Anthrax (genus)? Couldn't find Antherix anywhere online,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Diptera,Chironomidae,L,BL,68,1.8,4.1,7.1,5.6,2.3,6.1,3.8,4.1,4.8,7.5,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Diptera,Simuliidae,L,BL,3,5.6,2.3,2.5,,,,,,,,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Gastropoda,n/a,A,BL,3,3.3,3.2,3.1,,,,,,,,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Collembola,Springtails,A,BL,1,1.6,,,,,,,,,,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Diptera,Chironomidae,P,BL,3,4.3,3,3.2,,,,,,,,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Diptera,Chironomidae,A,BL,1,2.5,,,,,,,,,,,,,,
CV,2/27/26,Kelley/SV,,CR1024_SURB5,CR,10/-/24,9/-/25,16,Trombidiformes,Hydrachnidae,A,BL,1,1.3,,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Ephemeroptera,Ephemerellidae,L,BL,1,2.5,,,,,,,,,,,lots of empty cases,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Ephemeroptera,Heptageniidae,L,BL,14,4,1.4,4.5,1.7,2.7,1.9,2,1.8,1.8,1.8,,127,TOTAL (130 if counting the measured but not totalled individuals),,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Ephemeroptera,Baetidae,L,BL,37,5,2.9,2.1,2.1,4.5,5.3,2.5,1.6,1.8,2.3,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Ephemeroptera,Leptophlebidae,L,BL,2,2.4,4.8,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Trichoptera,Brachycentridae,L,BL,3,4.2,2.3,3.3,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Trichoptera,Hydropsychidae,L,BL,1,12.3,7.5,12.1,,,,,,,,,"sheet says 1 individual, 3 measured",,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Trichoptera,Lepidostomatidae,L,BL,17,3.5,5.3,1.5,5.6,2.1,5.7,3.4,1.6,-,-,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Trichoptera,Lepidostomatidae,L,HW,2,0.3,0.2,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Coleoptera,Elmidae,L,BL,1,3.5,2.6,,,,,,,,,,"sheet says 1 individual, 2 measured",,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Diptera,Limoniidae,L,BL,5,7.7,7.5,8,7.5,5,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Diptera,Chironomidae,L,BL,35,1.7,4,1.6,4,3.6,2.1,5.5,3.5,2.2,1.4,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Diptera,Athericidae,L,BL,1,4,,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Trichoptera,Brachycentridae,P,BL,3,9,7.2,8.5,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Trichoptera,Brachycentridae,P,HW,3,1.4,1.5,1.4,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Diptera,Chironomidae,A,BL,1,2.9,,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB1,C1.5,5/-/25,10/3/25,16,Diptera,Chironomidae,P,BL,1,2,,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Plecoptera,Chloroperlidae,L,BL,1,5,,,,,,,,,,,152,TOTAL,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Ephemeroptera,Ephemerellidae,L,BL,30,7,2.3,12,10,1.7,1.8,1.9,5.7,3.1,2,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Ephemeroptera,Heptageniidae,L,BL,16,4.2,1.8,6.3,3.4,4.2,6.8,1.3,1.4,8.4,5.1,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Ephemeroptera,Baetidae,L,BL,33,3.1,3.1,1.8,2.4,3.7,2.1,1.5,7.9,3,2.4,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Ephemeroptera,Leptophlebidae,L,BL,6,4.8,2.6,1.5,4.7,3.4,5.7,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Trichoptera,Hydropsychidae,L,BL,4,16.5,19.7,15.5,5,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Trichoptera,Rhyacophilidae,L,BL,3,11.4,7,2.5,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Trichoptera,Lepidostomatidae,L,BL,5,6.3,4.8,4.7,4.4,3,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Trichoptera,Lepidostomatidae,L,HW,3,0.5,0.5,0.5,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Coleoptera,Elmidae,L,BL,13,3.1,2.6,4.3,3.2,5,5.1,4.6,4.1,2.2,2.4,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Diptera,Limoniidae,L,BL,5,5,7.5,9.5,4.7,4.5,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Diptera,Chironomidae,L,BL,20,7.4,2,4,2,3.8,2.8,1.6,3.7,3.4,2.5,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Diptera,Simuliidae,L,BL,1,4,,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Coleoptera,n/a,A,BL,1,2.8,,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Diptera,Chironomidae,P,BL,7,1.8,2,2.6,2.4,2.4,2.3,2.1,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,n/a,terrestrial,A,BL,1,5.3,,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Amphipoda,Crangonyctidae,A,BL,1,3.9,,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Diptera,Chironomidae,A,BL,1,2.3,,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB2,C1.5,5/-/25,10/3/25,16,Podocopida,Ostracod,A,BL,1,1.3,,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB3,C1.5,5/-/25,10/7/25,16,Ephemeroptera,Heptageniidae,L,BL,1,1.6,,,,,,,,,,,lots of exoskeletons,,,
CV,2/28/26,Kelley,,C1.50525_SURB3,C1.5,5/-/25,10/7/25,16,Ephemeroptera,Baetidae,L,BL,12,3.4,2,2.1,1.9,1.6,1.5,1.9,1.7,1.5,1.5,,18,TOTAL,,
CV,2/28/26,Kelley,,C1.50525_SURB3,C1.5,5/-/25,10/7/25,16,Ephemeroptera,Leptophlebidae,L,BL,1,4.6,,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB3,C1.5,5/-/25,10/7/25,16,Diptera,Chironomidae,L,BL,2,3.4,2.2,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB3,C1.5,5/-/25,10/7/25,16,Diptera,Chironomidae,P,BL,2,2.5,2,,,,,,,,,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB4,C1.5,5/-/25,10/7/25,16,Ephemeroptera,Ephemerellidae,L,BL,11,10.3,9.7,9.8,2,2.7,1.9,1.6,2.2,2.7,1.7,,lots of exoskeletons,,,
CV,2/28/26,Kelley,,C1.50525_SURB4,C1.5,5/-/25,10/7/25,16,Ephemeroptera,Heptageniidae,L,BL,22,3,3.1,3.1,2.3,2.3,1.6,1.9,1.1,2.1,5.8,,136,TOTAL,,
CV,2/28/26,Kelley,,C1.50525_SURB4,C1.5,5/-/25,10/7/25,16,Ephemeroptera,Baetidae,L,BL,37,4.8,3,2.7,3.5,1.5,2,1.7,2.5,4.5,3,,,,,
CV,2/28/26,Kelley,,C1.50525_SURB4,C1.5,5/-/25,10/7/25,16,Ephemeroptera,Leptophlebidae,L,BL,8,2.9,2.6,5.2,6.8,5.8,3.1,4.8,3.7,,,,,,,
