Sampling_date,Site,Replicate_number,Cyano,Green,Diatoms,Chlorophyll A,Velocity,Sample Type
2025-06-10,C1.5,16,0.23,0.1,0,0.33,0.26,Top rock
2025-06-10,C1.5,17,0.27,1.22,0.14,1.63,0.85,Top rock
2025-06-10,C1.5,18,0.22,1.66,0.18,2.06,0.44,Top rock
2025-06-10,C1.5,19,0.19,0.55,0.02,0.76,0.6,Top rock
2025-06-10,C1.5,20,0.26,0.81,0.04,1.11,0.65,Top rock
2025-06-10,C2,1,0.13,0.25,0,0.38,0.65,Top rock
2025-06-10,C2,2,0.04,0.01,0,0.05,0.57,Top rock
2025-06-10,C2,3,0.06,0.33,0,0.39,0.19,Top rock
2025-06-10,C2,4,0.23,1.05,0,1.28,0.66,Top rock
2025-06-10,C2,5,0.12,0.74,0,0.86,0.56,Top rock
2025-06-10,C2,6,0.27,0.6,0,0.87,0.36,Top rock
2025-06-10,C2,7,0.26,0.41,0,0.67,0.16,Top rock
2025-06-10,C2,8,0.11,0.31,0,0.42,0.48,Top rock
2025-06-10,C2,9,0.41,0,1.48,1.89,0.18,Top rock
2025-06-10,C2,10,0.26,0.36,0.11,0.73,0.28,Top rock
2025-06-10,C2,11,0.26,0.34,0.15,0.75,0.04,Top rock
2025-06-10,C2,12,0.16,0.63,0,0.79,0.29,Top rock
2025-06-10,C2,13,0.13,0.86,0,0.99,0.11,Top rock
2025-06-10,C2,14,0.13,1.29,0,1.42,0.41,Top rock
2025-06-10,C2,15,0.31,1.04,0.23,1.58,0.24,Top rock
2025-06-10,C2,16,0.15,0.72,0,0.87,0.16,Top rock
2025-06-10,C2,17,0.08,0.24,0,0.32,0.16,Top rock
2025-06-10,C2,18,0.37,0,0.8,1.17,0.28,Top rock
2025-06-10,C2,19,0.06,1.25,0,1.31,0.52,Top rock
2025-06-10,C2,20,0.07,0.43,0,0.5,0.43,Top rock
2025-07-30,C2,1,1.54,0,6.84,8.38,0.69,Top rock
2025-07-30,C2,2,0.89,0,6,6.89,0.39,Top rock
2025-07-30,C2,3,1.3,0,7.6,8.9,0.71,Top rock
2025-07-30,C2,4,0.8,0,4.26,5.06,0.79,Top rock
2025-07-30,C2,5,1.17,0,7.09,8.26,0.52,Top rock
2025-07-30,C2,6,1.39,0,7.87,9.26,0.77,Top rock
2025-07-30,C2,7,0.52,0,3.95,4.47,0.47,Top rock
2025-07-30,C2,8,0.93,0,5.27,6.2,0.97,Top rock
2025-07-30,C2,9,1.35,0,7.05,8.4,0.54,Top rock
2025-07-30,C2,10,0.52,0,3.72,4.24,0.31,Top rock
2025-07-30,C2,11,0.85,0,5.07,5.92,0.48,Top rock
2025-07-30,C2,12,0.94,0,5.2,6.14,0.3,Top rock
2025-07-30,C2,13,1.7,0,8.49,10.19,0.59,Top rock
2025-07-30,C2,14,0.6,0,2.41,3.01,0.6,Top rock
2025-07-30,C2,15,2.61,0,4.31,6.92,0.53,Top rock
2025-07-30,C2,16,0.74,0,4.51,5.25,0.53,Top rock
2025-07-30,C2,17,1.02,0,6.1,7.12,0.37,Top rock
2025-07-30,C2,18,1.96,0,9.55,11.51,0.63,Top rock
2025-07-30,C2,19,0.81,0.16,0.25,1.22,0.69,Top rock
2025-07-30,C2,20,2,0,11.28,13.28,0.42,Top rock
2025-07-30,C1.5,1,0.01,0.34,0,0.35,0.47,Top rock
2025-07-30,C1.5,2,0.57,1.39,1.45,3.41,0.72,Top rock
2025-07-30,C1.5,3,0.11,1.31,0.27,1.69,0.5,Top rock
2025-07-30,C1.5,4,0.55,0,3.3,3.85,0.26,Top rock
2025-07-30,C1.5,5,0.12,0.55,0.81,1.48,0.6,Top rock
2025-07-30,C1.5,6,0.28,1,0.62,1.9,0.62,Top rock
2025-07-30,C1.5,7,0.23,0.67,1.35,2.25,0.19,Top rock
2025-07-30,C1.5,8,0.29,0.52,1.26,2.07,0.43,Top rock
2025-07-30,C1.5,9,0.87,0,4.3,5.17,0.55,Top rock
2025-07-30,C1.5,10,0.2,0.39,0.25,0.84,0.69,Top rock
2025-07-30,C1.5,11,0.08,0.59,0.11,0.78,0.67,Top rock
2025-07-30,C1.5,12,0.27,0.09,1.7,2.06,0.33,Top rock
2025-07-30,C1.5,13,0.04,0.53,0,0.57,0.58,Top rock
2025-07-30,C1.5,14,0.2,1.16,0.3,1.66,0.61,Top rock
2025-07-30,C1.5,15,0.38,0.13,0,0.51,0.88,Top rock
2025-07-30,C1.5,16,0.26,0.48,0.17,0.91,0.61,Top rock
2025-07-30,C1.5,17,0.36,0.46,1.81,2.63,0.56,Top rock
2025-07-30,C1.5,18,0.08,0.18,0,0.26,0.51,Top rock
2025-07-30,C1.5,19,0.55,0,2.62,3.17,0.39,Top rock
2025-07-30,C1.5,20,0.24,0,1.87,2.11,0.28,Top rock
2025-07-30,T1,1,0.66,0.5,3.12,4.28,0.46,Top rock
2025-07-30,T1,2,1.12,0.63,1.19,2.94,0.74,Top rock
2025-07-30,T1,3,0.22,0.21,0.6,1.03,0.65,Top rock
2025-07-30,T1,4,0.16,0.39,0,0.55,0.56,Top rock
2025-07-30,T1,5,0.59,0,3.53,4.12,0.38,Top rock
2025-07-30,T1,6,0.55,0,3.92,4.47,0.33,Top rock
2025-07-30,T1,7,1.12,0,8.35,9.47,0.2,Top rock
2025-07-30,T1,8,0.11,0,0.59,0.7,0.23,Top rock
2025-07-30,T1,9,0.78,0,3.73,4.51,0.42,Top rock
2025-07-30,T1,10,0.99,0.72,3.33,5.04,0.18,Top rock
2025-07-30,T1,11,0.23,0.6,1.55,2.38,0.48,Top rock
2025-07-30,T1,12,0.84,0,5,5.84,0.76,Top rock
2025-07-30,T1,13,0.84,0,5.12,5.96,0.52,Top rock
2025-07-30,T1,14,1.41,0,9.97,11.38,0.29,Top rock
2025-07-30,T1,15,0.9,0,4.16,5.06,0.69,Top rock
2025-07-30,T1,16,0.07,0.44,0.01,0.52,0.71,Top rock
2025-07-30,T1,17,0.68,0,4.08,4.76,0.51,Top rock
2025-07-30,T1,18,0.19,0.53,1.19,1.91,0.47,Top rock
2025-07-30,T1,19,0.48,0.33,2.85,3.66,0.59,Top rock
2025-07-30,T1,20,0.3,0.36,2.01,2.67,0.68,Top rock
2025-07-30,T2,1,0.29,0.77,0,1.06,0.71,Top rock
2025-07-30,T2,2,46,29,1.05,76.05,0.62,Top rock
2025-07-30,T2,3,0.64,1.47,1.37,3.48,0.34,Top rock
2025-07-30,T2,4,1.03,0,4.01,5.04,0.44,Top rock
2025-07-30,T2,5,0.71,0,3.72,4.43,0.37,Top rock
2025-07-30,T2,6,0.55,0.38,2.77,3.7,0.35,Top rock
2025-07-30,T2,7,0.32,0,1.92,2.24,0.29,Top rock
2025-07-30,T2,8,0.23,0.01,2.39,2.63,0.14,Top rock
2025-07-30,T2,9,0.48,0,2.59,3.07,0.13,Top rock
2025-07-30,T2,10,0.57,0,2.69,3.26,0.28,Top rock
2025-07-30,T2,11,0.24,0.9,1.37,2.51,0.24,Top rock
2025-07-30,T2,12,0.73,0,4.54,5.27,0.27,Top rock
2025-07-30,T2,13,0.6,0.73,1.13,2.46,0.28,Top rock
2025-07-30,T2,14,0.8,0.92,3.36,5.08,0.39,Top rock
2025-07-30,T2,15,0.34,0,1.95,2.29,0.29,Top rock
2025-07-30,T2,16,0.79,0,4.74,5.53,0.35,Top rock
2025-07-30,T2,17,0.04,0.32,0.54,0.9,0.38,Top rock
2025-07-30,T2,18,0.27,0,1.95,2.22,0.54,Top rock
2025-07-30,T2,19,0.62,0,3.75,4.37,0.22,Top rock
2025-07-30,T2,20,0.08,0.43,0,0.51,0.4,Top rock
2025-07-30,T3,1,0.21,0.27,0.61,1.09,0.35,Top rock
2025-07-30,T3,2,0.22,0.22,0.09,0.53,0.39,Top rock
2025-07-30,T3,3,0.44,0,1.91,2.35,0.47,Top rock
2025-07-30,T3,4,0.43,0,3.02,3.45,0.51,Top rock
2025-07-30,T3,5,0.51,0,2.34,2.85,0.48,Top rock
2025-07-30,T3,6,0.72,0,4.4,5.12,0.45,Top rock
2025-07-30,T3,7,0.08,0,0.49,0.57,0.45,Top rock
2025-07-30,T3,8,0.36,0,2.19,2.55,0.54,Top rock
2025-07-30,T3,9,0.78,0,5.33,6.11,0.57,Top rock
2025-07-30,T3,10,0.98,0,6.28,7.26,0.26,Top rock
2025-07-30,T3,11,0.19,0.54,1.16,1.89,0.36,Top rock
2025-07-30,T3,12,0.55,0.53,1.06,2.14,0.55,Top rock
2025-07-30,T3,13,1.47,0,8.53,10,0.37,Top rock
2025-07-30,T3,14,1.14,0,7.55,8.69,0.35,Top rock
2025-07-30,T3,15,0.72,0,6.05,6.77,0.55,Top rock
2025-08-27,T3,1,0.89,0,3.17,4.06,0.08,Top rock
2025-08-27,T3,2,0.11,0.07,0,0.18,0.33,Top rock
2025-08-27,T3,3,1.78,0,6.33,8.11,0.31,Top rock
2025-08-27,T3,4,0.66,0,2.34,3,0.12,Top rock
2025-08-27,T3,5,1.11,0,2.11,3.22,0.22,Top rock
2025-08-27,T3,6,0.8,0,2.8,3.6,0.24,Top rock
2025-08-27,T3,7,1.03,0,2.84,3.87,0.21,Top rock
2025-08-27,T3,8,0.28,0,0.97,1.25,0.22,Top rock
2025-08-27,T3,9,1.11,0,3.74,4.85,0.3,Top rock
2025-08-27,T3,10,1.35,0,3.57,4.92,0.1,Top rock
2025-08-27,T3,11,1.3,0,3.39,4.69,0.19,Top rock
2025-08-27,T3,12,1.51,0,4.33,5.84,0.23,Top rock
2025-08-27,T3,13,0.97,0,2.69,3.66,0.29,Top rock
2025-08-27,T3,14,1.42,0,4.18,5.6,0.31,Top rock
2025-08-27,T3,15,1.26,0,4.51,5.77,0.27,Top rock
2025-08-27,T3,16,1.72,0,5.09,6.81,0.43,Top rock
2025-08-27,T3,17,1.72,0,5.08,6.8,0.34,Top rock
2025-08-27,T3,18,1.39,0,4.9,6.29,0.11,Top rock
2025-08-27,T3,19,1.28,0,4.21,5.49,0.17,Top rock
2025-08-27,T3,20,1.2,0,3.94,5.14,0.33,Top rock
2025-08-27,T2,1,0.57,0,2.04,2.61,0.21,Top rock
2025-08-27,T2,2,1.88,0,7.97,9.85,0.19,Top rock
2025-08-27,T2,3,0.14,0.21,0.77,1.12,0.22,Top rock
2025-08-27,T2,4,0.63,0,2.33,2.96,0.16,Top rock
2025-08-27,T2,5,0.45,0,1.73,2.18,0.07,Top rock
2025-08-27,T2,6,0.93,0,3.73,4.66,0.1,Top rock
2025-08-27,T2,7,1.77,0,6.77,8.54,0.27,Top rock
2025-08-27,T2,8,1.05,0,4.9,5.95,0.07,Top rock
2025-08-27,T2,9,0.81,0,3.8,4.61,0.16,Top rock
2025-08-27,T2,10,0.35,0,1.26,1.61,0.05,Top rock
2025-08-27,T2,11,0.48,0,1.4,1.88,0.13,Top rock
2025-08-27,T2,12,0.61,0,3.31,3.92,0.14,Top rock
2025-08-27,T2,13,1.11,0,2.65,3.76,0.14,Top rock
2025-08-27,T2,14,0.62,0,1.92,2.54,0.14,Top rock
2025-08-27,T2,15,1.25,0,4.28,5.53,0.12,Top rock
2025-08-27,T2,16,1.77,0,5.72,7.49,0.38,Top rock
2025-08-27,T2,17,0.19,0.03,0,0.22,0.13,Top rock
2025-08-27,T2,18,0.34,0,0.76,1.1,0.08,Top rock
2025-08-27,T2,19,0.7,0,2.95,3.65,0.31,Top rock
2025-08-27,T2,20,1.94,0,7.68,9.62,0.09,Top rock
2025-08-27,T1,1,0.17,0.01,0,0.18,0.3,Top rock
2025-08-27,T1,2,1.32,0,4.63,5.95,0.43,Top rock
2025-08-27,T1,3,0.54,0,1.77,2.31,0.32,Top rock
2025-08-27,T1,4,0.09,0.11,0,0.2,0.16,Top rock
2025-08-27,T1,5,0.59,0,1.1,1.69,0.48,Top rock
2025-08-27,T1,6,0.28,0,0.43,0.71,0.03,Top rock
2025-08-27,T1,7,0.78,0,3.2,3.98,0.05,Top rock
2025-08-27,T1,8,0.46,0,1.79,2.25,0.06,Top rock
2025-08-27,T1,9,0.1,0.01,0,0.11,0.47,Top rock
2025-08-27,T1,10,1.73,0,6.79,8.52,0.36,Top rock
2025-08-27,T1,11,0.13,0.13,0,0.26,0.41,Top rock
2025-08-27,T1,12,0.73,0,3.97,4.7,0.19,Top rock
2025-08-27,T1,13,0.04,0.23,0,0.27,0.09,Top rock
2025-08-27,T1,14,0.59,0,1.41,2,0.12,Top rock
2025-08-27,T1,15,0.15,0.09,0.22,0.46,0.15,Top rock
2025-08-27,T1,16,0.32,0.41,0.09,0.82,0.12,Top rock
2025-08-27,T1,17,0.11,0.15,0,0.26,0.21,Top rock
2025-08-27,T1,18,0.16,0.05,0,0.21,0.61,Top rock
2025-08-27,T1,19,2.32,0,9.13,11.45,0.07,Top rock
2025-08-27,T1,20,0.14,0,0,0.14,0.25,Top rock
2025-08-27,C2,1,0.3,0.26,0.32,0.88,0.49,Top rock
2025-08-27,C2,2,0.34,0.1,0,0.44,1.1,Top rock
2025-08-27,C2,3,0,0.28,0.32,0.6,0.05,Top rock
2025-08-27,C2,4,0.33,0.07,0.13,0.53,0.16,Top rock
2025-08-27,C2,5,0.21,0.78,0.02,1.01,0.3,Top rock
2025-08-27,C2,6,0.31,0,0.25,0.56,0.04,Top rock
2025-08-27,C2,7,0.28,0,0.08,0.36,0.13,Top rock
2025-08-27,C2,8,0.18,0.01,0.07,0.26,0.06,Top rock
2025-08-27,C2,9,0.35,0,0.3,0.65,0.26,Top rock
2025-08-27,C2,10,0.3,0,0.15,0.45,0.11,Top rock
2025-08-27,C2,11,0.23,0.07,0.17,0.47,0.3,Top rock
2025-08-27,C2,12,2.71,0,10.34,13.05,0.19,Top rock
2025-08-27,C2,13,1.61,0,1.44,3.05,0.32,Top rock
2025-08-27,C2,14,0.93,0,2.02,2.95,0.3,Top rock
2025-08-27,C2,15,0.35,0,0.21,0.56,0.25,Top rock
2025-08-27,C2,16,0.49,0.42,2.32,3.23,0.05,Top rock
2025-08-27,C2,17,0.42,0,1.47,1.89,0.15,Top rock
2025-08-27,C2,18,3.71,0,15.95,19.66,0.16,Top rock
2025-08-27,C2,19,1.08,0,5.84,6.92,0.12,Top rock
2025-08-27,C2,20,0.31,0.42,0.26,0.99,0.15,Top rock
2025-08-27,C1.5,1,0.13,0.17,0,0.3,0.3,Top rock
2025-08-27,C1.5,2,0.08,0.2,0,0.28,0.2,Top rock
2025-08-27,C1.5,3,0.41,0.35,0.4,1.16,0.35,Top rock
2025-08-27,C1.5,4,0.17,0.14,0.26,0.57,0.26,Top rock
2025-08-27,C1.5,5,0.1,0.14,0.28,0.52,0.34,Top rock
2025-08-27,C1.5,6,1.55,0,6.16,7.71,0.07,Top rock
2025-08-27,C1.5,7,1.5,0,5.82,7.32,0.06,Top rock
2025-08-27,C1.5,8,0.68,0,0.25,0.93,0.08,Top rock
2025-08-27,C1.5,9,0.36,0,1.86,2.22,0.16,Top rock
2025-08-27,C1.5,10,0.76,0,2.38,3.14,0.24,Top rock
2025-08-27,C1.5,11,0.36,0,1.08,1.44,0.26,Top rock
2025-08-27,C1.5,12,0.25,0,0.37,0.62,0.22,Top rock
2025-08-27,C1.5,13,0.24,0,0.14,0.38,0.13,Top rock
2025-08-27,C1.5,14,0.26,0.14,0.16,0.56,0.42,Top rock
2025-08-27,C1.5,15,0.43,0.05,0.23,0.71,0.36,Top rock
2025-08-27,C1.5,16,0.17,0.24,0,0.41,0.4,Top rock
2025-08-27,C1.5,17,1.87,0,8.44,10.31,0.26,Top rock
2025-08-27,C1.5,18,2.42,0,11.46,13.88,0.42,Top rock
2025-08-27,C1.5,19,0.32,0.29,0.13,0.74,0.53,Top rock
2025-08-27,C1.5,20,0.26,0,0.14,0.4,0.39,Top rock
2023-01-15,C1.5,1,0.48,0,3.18,3.7,,Top rock
2023-01-15,C1.5,2,0.28,0,1.31,1.6,,Top rock
2023-01-15,C1.5,3,0.32,0,1.50,1.8,,Top rock
2023-01-15,C1.5,4,0.75,1.46,1.65,3.9,,Top rock
2023-01-15,C1.5,5,0.15,0.54,0.12,0.8,,Top rock
2023-01-15,C1.5,6,0.13,0,0.17,0.3,,Top rock
2023-01-15,C1.5,7,0.65,0,2.23,2.9,,Top rock
2023-01-15,C1.5,8,0.76,0,2.49,3.3,,Top rock
2023-01-15,C1.5,9,0.22,0.39,0.66,1.3,,Top rock
2023-01-15,C1.5,10,0.16,0.37,0.15,0.7,,Top rock
2023-01-15,C1.5,11,1.70,0,5.88,7.6,,Top rock
2023-01-15,C1.5,12,0.35,0,0.56,0.9,,Top rock
2023-01-15,C1.5,13,0.07,0.37,0.04,0.5,,Top rock
2023-01-15,C1.5,14,0.38,0,0.72,1.1,,Top rock
2023-01-15,C1.5,15,1.18,0,3.81,5.0,,Top rock
2023-01-15,C1.5,16,0.51,0,2.11,2.6,,Top rock
2023-01-15,C1.5,17,0.30,0.22,0.70,1.2,,Top rock
2023-01-15,C1.5,18,0.23,0.19,1.33,1.8,,Top rock
2023-01-15,C1.5,19,0.37,0,2.32,2.7,,Top rock
2023-01-15,C1.5,20,0.77,0,2.21,3.0,,Top rock
2023-01-15,C2,1,0.27,0,0.18,0.5,,Top rock
2023-01-15,C2,2,0.67,0,1.60,2.3,,Top rock
2023-01-15,C2,3,0.17,0.48,0.39,1.0,,Top rock
2023-01-15,C2,4,0.35,0,0.86,1.2,,Top rock
2023-01-15,C2,5,0.49,0.16,0.89,1.5,,Top rock
2023-01-15,C2,6,0.28,0.95,0.92,2.2,,Top rock
2023-01-15,C2,7,0.63,0,0.44,1.1,,Top rock
2023-01-15,C2,8,0.18,0.40,0.68,1.3,,Top rock
2023-01-15,C2,9,1.69,0,4.64,6.3,,Top rock
2023-01-15,C2,10,0.16,0.60,0.04,0.8,,Top rock
2023-01-15,C2,11,0.35,0.20,0.64,1.2,,Top rock
2023-01-15,C2,12,0.98,0,1.89,2.9,,Top rock
2023-01-15,C2,13,0.83,0,2.11,2.9,,Top rock
2023-01-15,C2,14,1.84,0,1.81,3.7,,Top rock
2023-01-15,C2,15,0.53,0.36,1.05,1.9,,Top rock
2023-01-15,C2,16,0.76,0.10,1.00,1.9,,Top rock
2023-01-15,C2,17,0.23,0.17,0.18,0.6,,Top rock
2023-01-15,C2,18,0.15,0.55,0.07,0.8,,Top rock
2023-01-15,C2,19,0.74,0.49,0.89,2.1,,Top rock
2023-01-15,C2,20,0.24,0.25,0.65,1.1,,Top rock
2023-01-15,T1,1,0.28,0.10,0.31,0.7,,Top rock
2023-01-15,T1,2,0.40,0,1.24,1.6,,Top rock
2023-01-15,T1,3,0.19,0,0.29,0.5,,Top rock
2023-01-15,T1,4,0.51,0.22,1.29,2.0,,Top rock
2023-01-15,T1,5,0.53,0,0.79,1.3,,Top rock
2023-01-15,T1,6,0.18,0.17,0.04,0.4,,Top rock
2023-01-15,T1,7,0.12,0.09,0.09,0.3,,Top rock
2023-01-15,T1,8,0.09,0.26,0.14,0.5,,Top rock
2023-01-15,T1,9,0.10,0.10,0.02,0.2,,Top rock
2023-01-15,T1,10,0.66,0,0.22,0.9,,Top rock
2023-01-15,T1,11,1.60,0,6.41,8.0,,Top rock
2023-01-15,T1,12,0.11,0.38,0,0.5,,Top rock
2023-01-15,T1,13,0.17,0.12,0,0.3,,Top rock
2023-01-15,T1,14,0.45,0,1.23,1.7,,Top rock
2023-01-15,T1,15,0.31,0.51,0.31,1.1,,Top rock
2023-01-15,T1,16,0.14,0.29,0.28,0.7,,Top rock
2023-01-15,T1,17,0.09,0.17,0,0.3,,Top rock
2023-01-15,T1,18,0.27,0.14,0.03,0.4,,Top rock
2023-01-15,T1,19,0.06,0.10,0,0.2,,Top rock
2023-01-15,T1,20,0.06,0.23,0,0.3,,Top rock
2023-01-15,T2,1,1.04,0,4.53,5.6,,Top rock
2023-01-15,T2,2,1.25,0,4.74,6.0,,Top rock
2023-01-15,T2,3,0.25,0,1.17,1.4,,Top rock
2023-01-15,T2,4,3.89,0,1.58,5.5,,Top rock
2023-01-15,T2,5,1.08,0,5.26,6.3,,Top rock
2023-01-15,T2,6,1.80,0,8.92,10.7,,Top rock
2023-01-15,T2,7,0.12,0.03,0.16,0.3,,Top rock
2023-01-15,T2,8,0.89,0,3.59,4.5,,Top rock
2023-01-15,T2,9,0.58,0,0.67,1.3,,Top rock
2023-01-15,T2,10,4.58,0,1.80,6.4,,Top rock
2023-01-15,T2,11,0.99,0,3.55,4.5,,Top rock
2023-01-15,T2,12,0.64,0,2.44,3.1,,Top rock
2023-01-15,T2,13,1.04,0,4.04,5.1,,Top rock
2023-01-15,T2,14,0.64,0,2.67,3.3,,Top rock
2023-01-15,T2,15,1.66,0,5.18,6.8,,Top rock
2023-01-15,T2,16,0.59,0,0.33,0.9,,Top rock
2023-01-15,T2,17,0.56,0,2.55,3.1,,Top rock
2023-01-15,T2,18,1.38,0,4.42,5.8,,Top rock
2023-01-15,T2,19,0.23,0,1.28,1.5,,Top rock
2023-01-15,T2,20,1.67,0,6.44,8.1,,Top rock
2023-01-15,T3,1,0.08,0.29,0,0.4,,Top rock
2023-01-15,T3,2,0.07,0.63,0,0.7,,Top rock
2023-01-15,T3,3,0.07,0.18,0,0.3,,Top rock
2023-01-15,T3,4,0.07,0.36,0,0.4,,Top rock
2023-01-15,T3,5,0.04,0.20,0,0.2,,Top rock
2023-01-15,T3,6,0.39,0.93,0.94,2.3,,Top rock
2023-01-15,T3,7,0.12,0.42,0,0.5,,Top rock
2023-01-15,T3,8,0.04,0.25,0,0.3,,Top rock
2023-01-15,T3,9,0.04,0.66,0,0.7,,Top rock
2023-01-15,T3,10,0.06,0.24,0,0.3,,Top rock
2023-01-15,T3,11,0.09,0.48,0,0.6,,Top rock
2023-01-15,T3,12,0.08,0.58,0.10,0.8,,Top rock
2023-01-15,T3,13,0.30,0,1.36,1.7,,Top rock
2023-01-15,T3,14,0.13,0.37,0.10,0.6,,Top rock
2023-01-15,T3,15,0.08,0.63,0,0.7,,Top rock
2023-01-15,T3,16,0.20,0,0.53,0.7,,Top rock
2023-01-15,T3,17,0.08,0.70,0.02,0.8,,Top rock
2023-01-15,T3,18,0.10,0.22,0.05,0.4,,Top rock
2023-01-15,T3,19,0.20,0.39,0.50,1.1,,Top rock
2023-01-15,T3,20,0.24,0,0.81,1.1,,Top rock
2023-03-21,C1.5,1,0.03,0.15,0.00,0.2,,Top rock
2023-03-21,C1.5,2,0.11,0.49,0.00,0.6,,Top rock
2023-03-21,C1.5,3,0.07,0.15,0.00,0.2,,Top rock
2023-03-21,C1.5,4,0.09,0.44,0.00,0.5,,Top rock
2023-03-21,C1.5,5,0.14,0.19,0.00,0.3,,Top rock
2023-03-21,C1.5,6,1.38,0.00,3.42,4.8,,Top rock
2023-03-21,C1.5,7,0.07,0.08,0.00,0.2,,Top rock
2023-03-21,C1.5,8,1.43,0.00,3.18,4.6,,Top rock
2023-03-21,C1.5,9,0.68,0.00,0.99,1.7,,Top rock
2023-03-21,C1.5,10,0.02,0.11,0.00,0.1,,Top rock
2023-03-21,C1.5,11,0.07,0.00,0.14,0.2,,Tile
2023-03-21,C1.5,12,0.01,0.01,0.00,0.0,,Tile
2023-03-21,C1.5,13,0.01,0.00,0.00,0.0,,Tile
2023-03-21,C1.5,14,0.11,0.19,0.00,0.3,,Top rock
2023-03-21,C1.5,15,0.80,0.00,2.26,3.1,,Top rock
2023-03-21,C1.5,16,0.29,0.00,0.72,1.0,,Top rock
2023-03-21,C1.5,17,1.33,0.00,4.91,6.2,,Top rock
2023-03-21,C1.5,18,0.16,0.29,0.39,0.8,,Top rock
2023-03-21,C1.5,19,0.83,0.00,1.10,1.9,,Top rock
2023-03-21,C1.5,20,1.73,0.00,6.12,7.9,,Top rock
2023-03-21,C1.5,21,0.23,0.32,0.58,1.1,,Top rock
2023-03-21,C1.5,22,0.42,0.00,0.97,1.4,,Top rock
2023-03-21,C1.5,23,0.65,0.00,1.52,2.2,,Top rock
2023-03-21,C1.5,24,0.01,0.01,0.00,0.0,,Tile
2023-03-21,C1.5,25,0.03,0.00,0.00,0.0,,Tile
2023-03-21,C1.5,26,0.01,0.00,0.00,0.0,,Tile
2023-03-21,C2,1,0.04,0.41,0.00,0.5,,Top rock
2023-03-21,C2,2,0.07,0.12,0.00,0.2,,Top rock
2023-03-21,C2,3,0.00,0.29,0.00,0.3,,Top rock
2023-03-21,C2,4,0.70,0.19,0.00,0.9,,Top rock
2023-03-21,C2,5,0.14,0.23,0.00,0.4,,Top rock
2023-03-21,C2,6,0.82,0.00,1.78,2.6,,Top rock
2023-03-21,C2,7,1.41,0.00,4.36,5.8,,Top rock
2023-03-21,C2,8,1.11,0.00,2.44,3.6,,Top rock
2023-03-21,C2,9,0.06,0.27,0.00,0.3,,Top rock
2023-03-21,C2,10,2.21,0.00,7.68,9.9,,Top rock
2023-03-21,C2,11,0.01,0.00,0.00,0.0,,Tile
2023-03-21,C2,12,0.02,0.00,0.00,0.0,,Tile
2023-03-21,C2,13,0.01,0.01,0.00,0.0,,Tile
2023-03-21,C2,14,0.08,0.25,0.00,0.3,,Top rock
2023-03-21,C2,15,0.27,0.22,0.02,0.5,,Top rock
2023-03-21,C2,16,0.22,0.00,0.54,0.8,,Top rock
2023-03-21,C2,17,0.59,0.00,1.66,2.3,,Top rock
2023-03-21,C2,18,1.01,0.00,2.87,3.9,,Top rock
2023-03-21,C2,19,1.01,0.00,3.07,4.1,,Top rock
2023-03-21,C2,20,0.33,0.00,0.74,1.1,,Top rock
2023-03-21,C2,21,0.15,0.02,0.45,0.6,,Top rock
2023-03-21,C2,22,0.96,0.00,2.56,3.5,,Top rock
2023-03-21,C2,23,2.80,0.00,11.84,14.6,,Top rock
2023-03-21,C2,24,0.01,0.01,0.00,0.0,,Tile
2023-03-21,C2,25,0.03,0.00,0.00,0.0,,Tile
2023-03-21,C2,26,,,,0.0,,Tile
2023-03-21,T1,1,0.23,0.28,0.08,0.6,,Top rock
2023-03-21,T1,2,0.37,0.00,0.97,1.3,,Top rock
2023-03-21,T1,3,0.08,0.30,0.00,0.4,,Top rock
2023-03-21,T1,4,0.04,0.07,0.00,0.1,,Top rock
2023-03-21,T1,5,0.04,0.06,0.00,0.1,,Top rock
2023-03-21,T1,6,0.03,0.01,0.00,0.0,,Top rock
2023-03-21,T1,7,0.27,0.00,0.14,0.4,,Top rock
2023-03-21,T1,8,0.06,0.01,0.00,0.1,,Top rock
2023-03-21,T1,9,0.11,0.12,0.00,0.2,,Top rock
2023-03-21,T1,10,0.01,0.02,0.00,0.0,,Top rock
2023-03-21,T1,11,0.00,0.00,0.00,0.0,,Tile
2023-03-21,T1,12,0.02,0.00,0.00,0.0,,Tile
2023-03-21,T1,13,0.01,0.01,0.00,0.0,,Tile
2023-03-21,T1,14,0.53,0.00,1.32,1.9,,Top rock
2023-03-21,T1,15,0.92,0.00,2.58,3.5,,Top rock
2023-03-21,T1,16,0.47,0.00,1.62,2.1,,Top rock
2023-03-21,T1,17,0.25,0.30,0.47,1.0,,Top rock
2023-03-21,T1,18,0.90,0.00,2.67,3.6,,Top rock
2023-03-21,T1,19,0.75,0.00,3.25,4.0,,Top rock
2023-03-21,T1,20,2.05,0.00,10.37,12.4,,Top rock
2023-03-21,T1,21,0.12,0.13,0.00,0.3,,Top rock
2023-03-21,T1,22,0.02,0.13,0.00,0.2,,Top rock
2023-03-21,T1,23,0.04,0.10,0.00,0.1,,Top rock
2023-03-21,T1,24,0.05,0.00,0.00,0.1,,Tile
2023-03-21,T1,25,0.03,0.01,0.00,0.0,,Tile
2023-03-21,T1,25,0.04,0.05,0.00,0.1,,Tile
2023-03-21,T2,1,0.58,0.00,1.19,1.8,,Top rock
2023-03-21,T2,2,0.66,0.00,1.77,2.4,,Top rock
